,five_stars,four_stars,three_stars,two_stars,one_star,zero_star
4052,"['resorts', 'theatres', 'museums']",['parks'],"['beaches', 'zoo', 'pubs-bars']","['malls', 'restaurants', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'gardens']","['churches', 'art-galleries', 'dance-clubs', 'beauty-spas', 'cafes', 'view-points', 'monuments']","['swimming-pools', 'gyms', 'bakeries']"
4053,"['resorts', 'theatres', 'museums']","['parks', 'pubs-bars']","['beaches', 'zoo']","['malls', 'restaurants', 'burger-pizza', 'hotels-lodgings', 'juice-bars']","['churches', 'art-galleries', 'dance-clubs', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries']"
4054,"['resorts', 'theatres', 'museums']","['parks', 'pubs-bars']","['beaches', 'zoo']","['malls', 'restaurants', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'gardens']","['churches', 'art-galleries', 'dance-clubs', 'beauty-spas', 'cafes', 'view-points', 'monuments']","['swimming-pools', 'gyms', 'bakeries']"
4055,"['resorts', 'beaches', 'theatres', 'museums']",['parks'],"['zoo', 'pubs-bars']","['malls', 'restaurants', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'gardens']","['churches', 'art-galleries', 'dance-clubs', 'beauty-spas', 'cafes', 'view-points', 'monuments']","['swimming-pools', 'gyms', 'bakeries']"
4056,"['resorts', 'beaches', 'theatres', 'museums']",['parks'],"['zoo', 'pubs-bars']","['malls', 'restaurants', 'burger-pizza', 'hotels-lodgings', 'juice-bars']","['churches', 'art-galleries', 'dance-clubs', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries']"
4057,"['resorts', 'beaches', 'theatres', 'museums', 'pubs-bars']",['parks'],['zoo'],"['malls', 'restaurants', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'gardens']","['churches', 'art-galleries', 'dance-clubs', 'beauty-spas', 'cafes', 'view-points', 'monuments']","['swimming-pools', 'gyms', 'bakeries']"
4058,"['resorts', 'beaches', 'theatres', 'museums']",['parks'],"['zoo', 'pubs-bars']","['malls', 'restaurants', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'gardens']","['churches', 'art-galleries', 'dance-clubs', 'beauty-spas', 'cafes', 'view-points', 'monuments']","['swimming-pools', 'gyms', 'bakeries']"
4059,"['resorts', 'beaches', 'theatres']",['parks'],"['museums', 'zoo', 'pubs-bars']","['malls', 'restaurants', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'gardens']","['churches', 'art-galleries', 'dance-clubs', 'cafes', 'view-points', 'monuments']","['swimming-pools', 'gyms', 'bakeries', 'beauty-spas']"
4060,"['resorts', 'beaches', 'theatres', 'museums']",['parks'],['zoo'],"['churches', 'malls', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'gardens']","['art-galleries', 'dance-clubs', 'cafes', 'view-points', 'monuments']","['swimming-pools', 'gyms', 'bakeries', 'beauty-spas']"
4061,"['resorts', 'beaches', 'theatres']",['parks'],"['museums', 'zoo', 'pubs-bars']","['churches', 'malls', 'restaurants', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'gardens']","['art-galleries', 'dance-clubs', 'cafes', 'view-points', 'monuments']","['swimming-pools', 'gyms', 'bakeries', 'beauty-spas']"
4062,"['resorts', 'beaches', 'museums']","['parks', 'theatres', 'beauty-spas']","['zoo', 'pubs-bars']","['churches', 'malls', 'restaurants', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'gardens']","['dance-clubs', 'cafes', 'view-points', 'monuments']","['swimming-pools', 'gyms', 'bakeries']"
4063,"['resorts', 'beaches', 'malls']",['theatres'],"['parks', 'museums', 'pubs-bars']","['churches', 'zoo', 'restaurants', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs']","['beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries']"
4064,"['theatres', 'malls']",[],"['parks', 'museums', 'restaurants', 'pubs-bars']","['churches', 'beaches', 'zoo', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'view-points']","['resorts', 'dance-clubs', 'beauty-spas', 'cafes', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries']"
4065,"['museums', 'malls']",['theatres'],"['parks', 'restaurants', 'pubs-bars']","['beaches', 'zoo', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs']","['churches', 'resorts', 'cafes', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries', 'beauty-spas']"
4066,"['museums', 'malls']",['theatres'],"['parks', 'restaurants', 'pubs-bars']","['beaches', 'zoo', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs']","['churches', 'resorts', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes']"
4067,"['museums', 'malls']",['theatres'],"['parks', 'zoo', 'restaurants', 'pubs-bars']","['beaches', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']","['churches', 'resorts', 'dance-clubs', 'cafes', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries', 'beauty-spas']"
4068,"['museums', 'malls']",['theatres'],"['parks', 'restaurants', 'pubs-bars']","['beaches', 'zoo', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']","['churches', 'resorts', 'dance-clubs', 'cafes', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries', 'beauty-spas']"
4069,"['museums', 'malls']",['theatres'],"['parks', 'restaurants', 'pubs-bars']","['beaches', 'zoo', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'view-points']","['churches', 'resorts', 'cafes', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries', 'beauty-spas']"
4070,"['museums', 'malls']",['theatres'],"['parks', 'restaurants', 'pubs-bars']","['beaches', 'zoo', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'view-points']","['churches', 'resorts', 'dance-clubs', 'cafes', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries', 'beauty-spas']"
4071,"['museums', 'malls']",['theatres'],"['parks', 'restaurants', 'pubs-bars']","['beaches', 'zoo', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']","['churches', 'resorts', 'dance-clubs', 'cafes', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries', 'beauty-spas']"
4072,"['museums', 'malls']",['theatres'],"['parks', 'restaurants', 'pubs-bars']","['churches', 'beaches', 'zoo', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'view-points']","['resorts', 'dance-clubs', 'cafes', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries', 'beauty-spas']"
4073,"['museums', 'malls']",['theatres'],"['parks', 'zoo', 'restaurants', 'pubs-bars']","['beaches', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']","['churches', 'resorts', 'dance-clubs', 'cafes', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries', 'beauty-spas']"
4074,"['museums', 'malls']",['theatres'],"['parks', 'zoo', 'restaurants', 'pubs-bars']","['beaches', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs']","['churches', 'resorts', 'cafes', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries', 'beauty-spas']"
4075,"['museums', 'malls']",['theatres'],"['parks', 'zoo', 'restaurants', 'pubs-bars']","['beaches', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']","['churches', 'resorts', 'dance-clubs', 'cafes', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries', 'beauty-spas']"
4076,"['museums', 'malls']",['theatres'],"['parks', 'zoo', 'restaurants', 'pubs-bars']","['beaches', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs']","['churches', 'resorts', 'cafes', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries', 'beauty-spas']"
4077,"['museums', 'malls']",['theatres'],"['parks', 'zoo', 'restaurants', 'pubs-bars']","['beaches', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']","['churches', 'resorts', 'dance-clubs', 'cafes', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries', 'beauty-spas']"
4078,"['museums', 'malls']",['theatres'],"['parks', 'zoo', 'restaurants', 'pubs-bars']","['churches', 'beaches', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']","['resorts', 'dance-clubs', 'cafes', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries', 'beauty-spas']"
4079,"['parks', 'museums', 'malls']",['theatres'],"['zoo', 'restaurants', 'pubs-bars']","['beaches', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs']","['churches', 'resorts', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes']"
4080,"['museums', 'malls']",['theatres'],"['parks', 'zoo', 'restaurants', 'pubs-bars']","['beaches', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs']","['churches', 'resorts', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes']"
4081,"['parks', 'theatres', 'museums', 'malls']",[],"['zoo', 'restaurants', 'pubs-bars']","['beaches', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'dance-clubs']","['churches', 'resorts', 'art-galleries', 'swimming-pools', 'view-points', 'monuments', 'gardens']","['gyms', 'bakeries', 'beauty-spas', 'cafes']"
4082,"['beaches', 'theatres', 'museums', 'malls']",[],"['parks', 'pubs-bars']","['zoo', 'restaurants', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs']","['churches', 'resorts', 'swimming-pools', 'view-points', 'monuments', 'gardens']","['gyms', 'bakeries', 'beauty-spas', 'cafes']"
4083,"['beaches', 'theatres', 'museums', 'malls']",[],"['parks', 'pubs-bars']","['zoo', 'restaurants', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'view-points', 'monuments', 'gardens']","['gyms', 'bakeries', 'beauty-spas', 'cafes']"
4084,"['beaches', 'museums', 'malls', 'view-points']",['theatres'],"['parks', 'pubs-bars']","['resorts', 'zoo', 'restaurants', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']","['churches', 'dance-clubs', 'swimming-pools', 'monuments', 'gardens']","['gyms', 'bakeries', 'beauty-spas', 'cafes']"
4085,"['beaches', 'museums', 'malls']",['theatres'],"['parks', 'pubs-bars']","['resorts', 'zoo', 'restaurants', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'swimming-pools', 'view-points']","['churches', 'art-galleries', 'dance-clubs', 'monuments', 'gardens']","['gyms', 'bakeries', 'beauty-spas', 'cafes']"
4086,"['beaches', 'museums', 'malls']",['theatres'],"['parks', 'pubs-bars']","['resorts', 'zoo', 'restaurants', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'swimming-pools']","['churches', 'dance-clubs', 'cafes', 'view-points', 'monuments', 'gardens']","['gyms', 'bakeries', 'beauty-spas']"
4087,"['resorts', 'beaches', 'museums', 'malls']",['theatres'],"['parks', 'pubs-bars']","['zoo', 'restaurants', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'swimming-pools']","['churches', 'dance-clubs', 'cafes', 'view-points', 'monuments', 'gardens']","['gyms', 'bakeries', 'beauty-spas']"
4088,"['resorts', 'beaches', 'museums', 'malls']",['theatres'],"['parks', 'restaurants', 'pubs-bars']","['zoo', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'swimming-pools']","['churches', 'dance-clubs', 'cafes', 'view-points', 'monuments', 'gardens']","['gyms', 'bakeries', 'beauty-spas']"
4089,"['beaches', 'museums', 'malls']",['theatres'],"['parks', 'restaurants', 'pubs-bars']","['resorts', 'zoo', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']","['churches', 'dance-clubs', 'cafes', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries', 'beauty-spas']"
4090,"['beaches', 'parks', 'museums', 'malls', 'art-galleries']",['theatres'],"['restaurants', 'pubs-bars']","['resorts', 'zoo', 'burger-pizza', 'hotels-lodgings', 'juice-bars']","['churches', 'dance-clubs', 'cafes', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries', 'beauty-spas']"
4091,"['beaches', 'parks', 'museums', 'malls']",['theatres'],"['restaurants', 'pubs-bars']","['churches', 'resorts', 'zoo', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']","['dance-clubs', 'cafes', 'view-points', 'monuments', 'gardens']","['swimming-pools', 'gyms', 'bakeries', 'beauty-spas']"
4092,"['beaches', 'parks', 'museums', 'malls']",['theatres'],"['restaurants', 'swimming-pools']","['churches', 'resorts', 'zoo', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'cafes', 'gardens']","['art-galleries', 'dance-clubs', 'view-points', 'monuments']","['gyms', 'bakeries', 'beauty-spas']"
4093,"['beaches', 'parks', 'museums', 'malls']",['theatres'],"['restaurants', 'swimming-pools']","['churches', 'resorts', 'zoo', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'dance-clubs', 'cafes', 'view-points']","['art-galleries', 'monuments', 'gardens']","['gyms', 'bakeries', 'beauty-spas']"
4094,"['beaches', 'parks', 'museums', 'malls']",['theatres'],"['restaurants', 'swimming-pools']","['churches', 'resorts', 'zoo', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'dance-clubs', 'gardens']","['art-galleries', 'view-points', 'monuments']","['gyms', 'bakeries', 'beauty-spas', 'cafes']"
4095,"['beaches', 'parks', 'theatres', 'museums', 'malls']",[],['restaurants'],"['resorts', 'zoo', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools']","['churches', 'view-points', 'monuments', 'gardens']","['gyms', 'bakeries', 'beauty-spas', 'cafes']"
4096,"['beaches', 'parks', 'museums', 'malls']",['theatres'],['restaurants'],"['resorts', 'zoo', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools']","['churches', 'view-points', 'monuments', 'gardens']","['gyms', 'bakeries', 'beauty-spas', 'cafes']"
4097,"['beaches', 'parks', 'malls']","['theatres', 'museums']",['restaurants'],"['resorts', 'zoo', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'dance-clubs', 'swimming-pools']","['churches', 'art-galleries', 'view-points', 'monuments', 'gardens']","['gyms', 'bakeries', 'beauty-spas', 'cafes']"
4098,"['beaches', 'parks', 'malls']","['theatres', 'museums']",['restaurants'],"['resorts', 'zoo', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'dance-clubs']","['churches', 'art-galleries', 'swimming-pools', 'view-points', 'monuments', 'gardens']","['gyms', 'bakeries', 'beauty-spas', 'cafes']"
4099,"['beaches', 'parks', 'malls']","['theatres', 'museums']",[],"['resorts', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'dance-clubs']","['churches', 'art-galleries', 'swimming-pools', 'view-points', 'monuments', 'gardens']","['gyms', 'bakeries', 'beauty-spas', 'cafes']"
4100,"['beaches', 'parks', 'malls']","['theatres', 'museums']",[],"['resorts', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'dance-clubs']","['churches', 'art-galleries', 'swimming-pools', 'view-points', 'monuments', 'gardens']","['gyms', 'bakeries', 'beauty-spas', 'cafes']"
4101,"['beaches', 'parks', 'malls']","['theatres', 'museums']",[],"['resorts', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'dance-clubs']","['churches', 'art-galleries', 'swimming-pools', 'view-points', 'monuments', 'gardens']","['gyms', 'bakeries', 'beauty-spas', 'cafes']"
4102,"['beaches', 'parks', 'museums', 'malls']",['theatres'],[],"['resorts', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'dance-clubs']","['churches', 'art-galleries', 'swimming-pools', 'view-points', 'monuments', 'gardens']","['gyms', 'bakeries', 'beauty-spas', 'cafes']"
4103,"['beaches', 'parks', 'museums', 'malls']",['theatres'],[],"['resorts', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'dance-clubs']","['churches', 'art-galleries', 'swimming-pools', 'view-points', 'monuments', 'gardens']","['gyms', 'bakeries', 'beauty-spas', 'cafes']"
4104,"['beaches', 'parks', 'theatres', 'museums', 'malls']",[],[],"['resorts', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs']","['churches', 'swimming-pools', 'view-points', 'monuments', 'gardens']","['gyms', 'bakeries', 'beauty-spas', 'cafes']"
4105,"['beaches', 'parks', 'theatres', 'malls']",['museums'],[],"['zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs']","['churches', 'resorts', 'swimming-pools', 'view-points', 'monuments', 'gardens']","['gyms', 'bakeries', 'beauty-spas', 'cafes']"
4106,"['beaches', 'parks', 'theatres', 'malls', 'view-points']",['museums'],[],"['zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'art-galleries', 'dance-clubs']","['churches', 'resorts', 'juice-bars', 'swimming-pools', 'monuments', 'gardens']","['gyms', 'bakeries', 'beauty-spas', 'cafes']"
4107,"['beaches', 'parks', 'theatres', 'malls']","['museums', 'view-points']",[],"['zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'art-galleries', 'dance-clubs']","['churches', 'resorts', 'hotels-lodgings', 'juice-bars', 'swimming-pools', 'monuments', 'gardens']","['gyms', 'bakeries', 'beauty-spas', 'cafes']"
4108,"['beaches', 'parks', 'theatres', 'malls']","['museums', 'view-points']",[],"['zoo', 'restaurants', 'pubs-bars', 'dance-clubs', 'monuments']","['churches', 'resorts', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'swimming-pools', 'gardens']","['gyms', 'bakeries', 'beauty-spas', 'cafes']"
4109,"['beaches', 'parks', 'theatres', 'malls']","['museums', 'view-points']",[],"['zoo', 'restaurants', 'pubs-bars', 'dance-clubs', 'monuments']","['churches', 'resorts', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'swimming-pools', 'gyms', 'gardens']","['bakeries', 'beauty-spas', 'cafes']"
4110,"['beaches', 'parks', 'theatres']",['museums'],[],"['malls', 'zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'view-points', 'monuments']","['churches', 'resorts', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'gardens']","['beauty-spas', 'cafes']"
4111,"['beaches', 'parks', 'theatres']",['museums'],[],"['malls', 'zoo', 'restaurants', 'pubs-bars', 'view-points', 'monuments']","['churches', 'resorts', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'gardens']","['bakeries', 'beauty-spas', 'cafes']"
4112,"['beaches', 'parks', 'malls']",['museums'],['theatres'],"['zoo', 'restaurants', 'pubs-bars', 'view-points']","['churches', 'resorts', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'monuments', 'gardens']","['bakeries', 'beauty-spas', 'cafes']"
